DrawNo_From,DrawNo_Target,DrawIndex_Target,TargetDate,TargetDayType,DigitSum_P10,DigitSum_P90,Top1,Top2,Top3,Top4,Top5,ActualWinners,HitCount,Hits
4261,4262,4193,2018-05-11,Saturday,11,25,3354,1398,2400,1399,1198,0377|0521|2022|2498|2543|2701|2709|3614|3756|3769|4125|5357|6045|6491|6531|6700|7524|7589|7678|7805|7955|8736|9669,0,
4262,4263,4194,2018-05-12,Sunday,10,25,5932,3934,3122,1922,3135,0091|0391|0483|1058|1224|1580|1941|2312|2345|2667|4164|4204|4278|4383|5134|5151|5435|5770|5827|7036|7614|8672|9906,0,
4263,4264,4195,2018-05-15,Wednesday,11,25,2926,2802,6041,2713,2803,0019|0162|0392|0407|0597|0715|1169|1188|1297|1393|2384|2722|3238|3458|3930|4159|4527|6801|7468|8276|9663|9680|9801,0,
4264,4265,4196,2018-05-18,Saturday,11,25,3354,0166,7938,3166,3366,0141|0818|0987|2271|2464|2779|3316|3716|4266|4299|4428|5344|5435|5442|5879|5916|5986|6439|6676|7149|7527|8449|8785,0,
4265,4266,4197,2018-05-19,Sunday,10,25,5911,3378,3858,1378,3470,0220|0282|1027|1241|1869|2328|3125|3213|3623|5218|5560|5745|5803|5832|6327|6365|7093|7699|7824|7988|8487|8627|9757,0,
4266,4267,4198,2018-05-22,Wednesday,11,25,0674,2764,4046,0784,3280,0586|0649|2926|3279|3352|3635|3775|4234|4700|4771|5588|5882|6235|6355|7679|7691|8194|8408|8683|8810|9017|9380|9849,0,
4267,4268,4199,2018-05-25,Saturday,11,25,5751,1250,1914,0250,1934,0006|1107|1327|1349|1817|3575|4088|4628|4959|5781|5977|6621|6635|7251|7365|7758|7854|7894|8049|8136|8900|9316|9398,0,
4268,4269,4200,2018-05-26,Sunday,10,25,3563,2511,2789,2343,2521,0032|0064|0310|0433|1701|2913|2948|4501|5132|5616|5755|6154|7448|7613|7982|8162|8201|8414|8558|8625|9316|9440|9952,0,
4269,4270,4201,2018-05-29,Wednesday,11,25,2931,2139,1811,3139,2149,0118|0623|1092|1278|1377|2057|3834|3858|4292|4360|4859|5004|5031|5100|5682|6560|7605|7749|8098|8838|8853|9747|9964,0,
4270,4271,4202,2018-06-01,Saturday,11,25,3354,2808,8382,1819,1009,0378|0503|0967|1224|1480|2063|2166|2243|2428|2504|3405|3599|4258|4273|5088|5146|5491|5810|6153|6256|6388|7909|8989,0,
4271,4272,4203,2018-06-02,Sunday,10,25,5632,0437,3649,3647,3657,0015|0799|1030|1147|1336|1620|1769|1920|1932|2200|4072|4096|4253|4314|5319|5614|6184|6646|7614|8453|8689|9339|9749,0,
4272,4273,4204,2018-06-05,Wednesday,11,25,0619,3268,7474,2708,2608,0028|0049|0987|1062|2179|2310|2349|2679|3031|3080|3850|4780|4877|5022|5042|5188|5349|6192|6410|6476|6819|7932|8304,0,
4273,4274,4205,2018-06-08,Saturday,11,25,3354,0686,8681,0786,3686,0169|1119|1381|2006|2608|3374|3431|3500|4170|4211|5112|5136|5380|6260|6425|6558|6729|6804|7357|7440|8047|8083|9564,0,
4274,4275,4206,2018-06-09,Sunday,10,25,1932,1680,7356,3680,1780,0685|0824|0927|1347|1595|2285|3123|3509|3629|4144|4488|4506|4530|6575|7417|7458|7531|7539|8035|8080|8734|8946|9599,0,
4275,4276,4207,2018-06-12,Wednesday,11,25,2908,0642,5478,0514,0454,0011|0049|0770|0818|1720|1779|1909|2230|2252|2281|2496|4222|4480|6528|6707|6963|7447|7593|7657|9109|9138|9173|9356,0,
4276,4277,4208,2018-06-15,Saturday,11,25,5732,1886,9247,2897,0897,1167|1458|2238|3158|3608|3865|3878|4221|4283|4539|4849|5370|5434|5447|6123|7333|8270|8483|8708|8726|9068|9423|9824,0,
4277,4278,4209,2018-06-16,Sunday,10,25,0909,2251,6607,2351,1351,0315|0764|0952|1175|1623|1835|1872|3018|3390|3694|3988|4988|5090|6121|6186|6220|6405|7706|7755|8156|8628|8688|9216,0,
4278,4279,4210,2018-06-19,Wednesday,11,25,0619,3030,0647,3090,1080,0692|0860|1132|1505|1557|2213|2665|2680|2951|3312|3877|4619|4677|5296|5434|6139|6320|7132|7336|7739|7912|8385|9982,0,
4279,4280,4211,2018-06-22,Saturday,11,25,0456,0275,9671,1275,2275,1336|1498|1511|1891|2086|2510|3698|4170|4194|5249|5475|6092|6103|6123|6629|7521|7565|7859|7889|8406|8619|8636|9934,0,
4280,4281,4212,2018-06-23,Sunday,10,25,4209,2386,3408,2286,2396,0078|0264|0551|1103|1655|1755|2295|2388|2918|2952|2994|4121|4362|5761|6073|6299|6888|7646|7776|7965|9688|9766|9808,0,
4281,4282,4213,2018-06-26,Wednesday,11,25,0619,3049,3038,2049,1049,0403|0414|0655|1127|1274|1976|2097|2919|3356|3390|3607|3622|4442|4470|5934|6090|6179|6434|6741|7731|8154|8565|9272,0,
4282,4283,4214,2018-06-29,Saturday,11,25,8491,3220,9430,2219,2231,0823|0889|0892|1207|1643|2772|2814|3303|3652|3943|6036|6293|6876|7017|7062|7331|8302|8325|8561|8739|8774|9003|9239,0,
4283,4284,4215,2018-06-30,Sunday,10,25,0609,1228,6701,3307,3205,1081|1107|1309|1739|2167|3232|3242|3607|4861|4876|5043|5156|5387|5783|6315|6377|6612|6626|7231|8908|9449|9464|9740,0,
4284,4285,4216,2018-07-03,Wednesday,11,25,2926,0154,8585,3154,2154,0329|2066|2095|2205|2724|2966|3110|3400|3633|3834|5611|6065|6199|6655|7304|7389|7398|7804|7857|9020|9260|9272|9508,0,
4285,4286,4217,2018-07-06,Saturday,11,25,3358,3623,4720,2721,2425,0109|0731|0860|1071|1173|1303|2100|3354|4094|4662|4985|4986|5461|5558|5702|5804|6059|6159|7451|8044|9594|9795|9877,0,
4286,4287,4218,2018-07-07,Sunday,10,25,5732,1313,8185,1233,3122,0313|0922|0947|1694|1930|2120|2150|3300|3354|3796|3797|5265|6023|6208|6397|6543|6588|6832|8001|8605|9114|9320|9570,0,
4287,4288,4219,2018-07-10,Wednesday,11,25,2926,2145,2559,1913,2245,0188|0436|0747|0838|1188|1377|1829|2122|2180|3272|3516|3770|4151|5853|6172|7146|7424|7803|8322|8585|9183|9377|9627,0,
4288,4289,4220,2018-07-13,Saturday,11,25,3358,1026,5207,3026,2026,0064|1346|2281|2553|2928|3114|3486|3898|4137|4264|4559|5087|5997|6204|6697|6754|7155|7540|7577|8030|8370|8503|9786,0,
4289,4290,4221,2018-07-14,Sunday,10,25,7630,2343,7746,2143,0074,0200|0424|0894|2113|2185|2412|2467|2664|2673|2939|3372|3550|3979|3995|5281|5905|7070|7691|7772|7927|7929|8367|9410,0,
4290,4291,4222,2018-07-17,Wednesday,11,25,3286,1378,5292,1822,3040,0362|0784|1023|1436|1977|2000|2907|3468|5070|5736|6037|6109|6294|6319|6332|6858|6954|7200|7521|8449|9129|9374|9858,0,
4291,4292,4223,2018-07-20,Saturday,11,25,5736,1097,8796,1297,3297,0310|0854|1239|2373|2653|3324|3401|3933|3951|4643|4776|4961|5696|5839|6581|6832|7649|7655|7731|8381|8691|9075|9102,0,
4292,4293,4224,2018-07-21,Sunday,10,25,6345,3362,9464,2363,1163,0020|0091|0474|1028|1367|1944|2883|3780|3791|4078|4624|4736|5232|5760|7196|7213|7308|7350|7913|8486|8846|9651|9689,0,
4293,4294,4225,2018-07-24,Wednesday,11,25,2926,0829,4746,0383,0729,0676|0766|0845|0963|1251|1639|1933|2217|2232|2872|3935|4025|4027|4745|5437|6600|7187|7411|7808|8072|8482|8786|8931,0,
4294,4295,4226,2018-07-27,Saturday,11,25,3355,2797,1696,3797,3809,0216|0312|1050|1541|1990|2175|2901|2959|3013|3048|3633|3640|4308|4718|4867|6941|7595|8206|8547|8571|8920|9238|9684,0,
4295,4296,4227,2018-07-28,Sunday,10,25,0924,3372,5170,2182,0373,0121|0410|0616|0854|1801|2335|3016|3268|3910|5099|6201|6243|6523|6640|7995|8034|8417|8780|8813|8988|9075|9381|9556,0,
4296,4297,4228,2018-07-31,Wednesday,11,25,2931,2156,9136,1156,2485,0053|1932|1941|1993|2207|3495|4001|4337|4974|4976|5119|5493|6112|6290|6334|7046|7056|7371|7711|7888|7908|8026|9387,0,
4297,4298,4229,2018-08-03,Saturday,11,25,3365,2707,7679,1696,2696,0049|0075|0783|0903|0919|1639|2538|2710|2739|3863|3976|4658|5173|5626|5742|5825|7069|7537|7579|8139|8522|9357|9815,0,
4298,4299,4230,2018-08-04,Sunday,10,25,5932,2251,0362,3251,3141,0467|0822|1389|1404|1502|2160|2633|2873|3524|3707|4192|5228|5232|5665|6002|6766|6831|7131|7555|8448|9024|9454|9843,0,
4299,4300,4231,2018-08-07,Wednesday,11,25,2926,0261,0363,0483,1481,0884|1134|1289|1687|1964|2089|3398|4429|5120|5169|5210|5507|5561|5744|6752|6994|7622|7943|8327|9097|9226|9450|9906,0,
4300,4301,4232,2018-08-10,Saturday,11,25,3354,0797,6065,2909,0909,0067|1678|1984|2917|3527|4478|5020|5681|6080|6271|6395|7247|7372|7424|7628|7793|7802|8113|8922|9204|9532|9770|9909,0,
4301,4302,4233,2018-08-11,Sunday,10,25,5643,2110,0699,0110,0111,0250|0537|0631|1547|1797|2241|2377|2545|2582|2998|3604|5515|5587|6025|6182|6476|6499|6635|7100|7470|7726|8779|9855,0,
4302,4303,4234,2018-08-14,Wednesday,11,25,2926,3596,5252,1596,0483,0825|0912|1038|1572|3371|3938|4099|4181|4495|4643|5093|5168|5521|5594|6074|6214|6489|7526|7748|8793|8804|9304|9571,0,
4303,4304,4235,2018-08-17,Saturday,11,25,3358,0373,6318,0818,0898,0742|1147|1183|1346|1695|2183|2699|2923|3142|4016|5505|5523|6179|6378|6427|6638|6785|6814|6963|6983|7492|8269|9284,0,
4304,4305,4236,2018-08-18,Sunday,10,25,5632,1284,9266,1256,1356,0263|0415|0962|2653|2808|3919|4006|4102|4111|5464|5489|5576|5918|6178|6369|7053|7103|7258|7699|8454|8549|8867|9828,0,
4305,4306,4237,2018-08-21,Wednesday,11,25,2926,2826,6598,3041,0818,0001|0151|0471|0991|1021|1100|1232|1357|1611|2115|2334|2355|3040|3402|4700|4867|5098|5394|5518|5779|7269|8502|9226,0,
4306,4307,4238,2018-08-24,Saturday,11,25,3354,3312,7854,0585,1585,0214|0282|0613|1148|2088|2131|2804|4324|4585|4828|5047|5208|5559|5788|5896|6002|6267|6433|6673|8342|9287|9313|9641,0,
4307,4308,4239,2018-08-25,Sunday,10,25,7943,1202,7847,2392,3202,0232|0236|0442|0515|0639|0891|1560|1865|1887|3096|3267|3300|3520|4642|5236|6582|8041|8794|8945|9205|9623|9905|9941,0,
4308,4309,4240,2018-08-28,Wednesday,11,25,2926,2375,2923,0365,0385,0090|0190|0772|1429|1624|1630|2238|2363|3977|4757|4939|5056|5932|6375|6888|7117|7650|7721|7768|8647|8694|9348|9713,0,
4309,4310,4241,2018-08-31,Saturday,11,25,4258,3175,0345,2371,2271,0169|0361|0646|1337|2174|2204|2301|3072|3090|3304|3459|3509|3804|3946|5294|6124|6983|7249|7876|7946|8117|8306|9416,0,
4310,4311,4242,2018-09-01,Sunday,10,25,4932,1085,0575,2397,1185,0348|0978|1640|1895|2012|2889|3646|3795|4146|5130|5245|5633|5840|5857|6043|6202|6945|7060|7477|8013|8269|9377|9620,0,
4311,4312,4243,2018-09-04,Wednesday,11,25,2908,3161,2189,2170,2082,0862|0931|1514|1649|1737|2458|2678|2792|3338|3742|3860|4005|6147|6402|8034|8304|8875|8947|8996|9204|9319|9520|9675,0,
4312,4313,4244,2018-09-07,Saturday,11,25,3358,3259,1199,1259,1249,0315|1005|1410|1482|1788|2968|3413|3859|3870|4593|5238|5329|5981|6062|6274|6347|6495|7179|8421|8677|9125|9457|9486,0,
4313,4314,4245,2018-09-08,Sunday,10,25,6243,2310,7656,2312,2311,0094|1083|1594|2433|2622|3320|4049|4140|4185|4920|5504|5769|6022|6131|6365|7042|7295|7585|7810|7866|8389|9065|9164,0,
4314,4315,4246,2018-09-11,Wednesday,11,25,2926,3258,2928,1068,1258,0181|0623|1049|1366|1504|1519|2710|2940|3468|3548|3577|4068|4224|4281|4381|5276|6174|6261|8073|8283|8411|9259|9804,0,
4315,4316,4247,2018-09-14,Saturday,11,25,3358,0169,7570,2169,0369,0342|0409|0439|1128|1611|2072|2102|2640|2785|3158|3444|3506|3720|4810|5012|5282|6105|6576|6852|6895|7100|7124|9074,0,
4316,4317,4248,2018-09-15,Sunday,10,25,5632,1709,7406,1708,1609,0658|0921|1152|1860|2246|2755|3595|4285|4337|4549|4633|5271|6188|6211|6412|6762|7127|7555|7662|7812|8043|8127|9589,0,
4317,4318,4249,2018-09-18,Wednesday,11,25,7631,3274,3070,0374,3074,0549|0807|0939|1015|1358|1830|2839|2941|3355|3493|3601|4179|4332|5236|5409|5485|5506|6231|6879|7057|8104|8754|9843,0,
4318,4319,4250,2018-09-21,Saturday,11,25,3349,3463,6166,2362,0463,0576|0663|1180|1201|3205|3956|4350|4828|4897|4930|4954|5684|5810|7338|7494|7503|7609|8236|8585|8859|8962|9166|9886,0,
4319,4320,4251,2018-09-22,Sunday,10,25,5932,2946,2333,2936,2934,0202|1428|2345|2903|3489|3969|4095|4316|5488|5594|5876|5917|6133|6464|7006|8092|8499|8855|9048|9410|9443|9595|9898,0,
4320,4321,4252,2018-09-25,Wednesday,11,25,5019,1045,0457,1345,2344,0445|0764|1505|1515|2060|2572|3141|3216|3795|3916|4919|4949|5474|5780|5981|5998|6095|7294|7496|7826|8243|8911|9688,0,
4321,4322,4253,2018-09-28,Saturday,11,25,3354,0507,3029,0537,0800,0874|1490|1680|1983|3442|3782|4117|4119|4241|4262|4593|4882|5089|5282|5782|6413|7576|8429|8883|9417|9529|9976,0,
4322,4323,4254,2018-09-29,Sunday,10,25,2349,2959,7546,1959,2059,0217|0817|1646|2323|3048|3185|3432|3603|3689|4071|4092|4659|5081|5502|6080|6547|6857|7662|8122|9079|9139|9209|9618,0,
4323,4324,4255,2018-10-02,Wednesday,11,25,3219,0021,1044,2022,2021,0010|0111|0583|1516|2804|2824|2878|2899|3448|4144|4401|4811|4856|4974|5113|6412|6524|6918|7174|7525|8083|9112|9395,0,
4324,4325,4256,2018-10-05,Saturday,11,25,3358,3059,7437,1056,3159,0037|0280|1403|1632|1732|1996|2065|2805|2862|3433|3488|3762|4242|4792|4936|6576|6968|7430|8125|8322|8449|9242|9945,0,
4325,4326,4257,2018-10-06,Sunday,10,25,5545,3008,7471,1008,1931,0336|1647|2002|2751|3006|3291|3741|4601|5125|5330|5488|5552|5569|5713|6322|6616|7337|7469|7636|7765|8969|9250|9881,0,
4326,4327,4258,2018-10-09,Wednesday,11,25,7631,1382,1084,1083,2082,0175|1305|1437|2098|2167|2677|2792|2857|3559|5351|5836|6359|6596|6727|7248|7683|7913|8046|8092|8301|8359|9239|9313,0,
4327,4328,4259,2018-10-12,Saturday,11,25,3358,0963,9994,1894,3934,0342|0379|1090|1323|1433|1722|1797|2549|3551|4802|5077|5126|5339|5350|5355|5491|5599|5888|7862|8438|9568|9727|9909,0,
4328,4329,4260,2018-10-13,Sunday,10,25,1932,3702,6163,3902,3801,0204|0777|1029|1492|1892|2447|2483|2615|2841|2863|3375|4198|4771|4821|5536|5703|6437|6803|6857|7294|7947|8301|9965,0,
4329,4330,4261,2018-10-16,Wednesday,11,25,2904,3239,9266,3259,3236,0004|0051|0102|0959|1084|1736|1786|1825|2385|2662|2743|3612|4392|4551|5052|5831|5875|6309|7479|7518|7600|8178|9897,0,
4330,4331,4262,2018-10-19,Saturday,11,25,3354,3918,6623,0719,2729,0115|0207|0491|1202|2362|2726|3400|3495|3739|3883|4202|4496|4988|5269|5419|5858|6962|7361|7824|8432|8912|9895|9993,0,
4331,4332,4263,2018-10-20,Sunday,10,25,5932,0795,0171,0895,3795,0056|0107|0647|0692|0794|1365|4949|4974|5226|5234|5305|6401|7016|7271|7359|7390|7614|7870|9106|9136|9270|9305|9381,0,
4332,4333,4264,2018-10-23,Wednesday,11,25,2951,2121,8188,0203,0202,0448|0623|1291|1448|2420|2552|2615|2769|2948|3488|4330|4334|4425|4908|4988|6067|6300|7302|7326|7446|8103|8579|9660,0,
4333,4334,4265,2018-10-26,Saturday,11,25,3358,3387,9925,0862,2065,0184|0401|0513|1272|2238|3451|3543|3806|3964|4144|4317|4442|4799|4973|5091|7222|7367|7435|7525|8415|9258|9419|9514,0,
4334,4335,4266,2018-10-27,Sunday,10,25,2389,2929,2892,2928,2821,0476|0830|2056|2058|2567|2980|3853|3967|4152|4187|5323|5392|6377|6584|6871|6932|8282|8485|8498|8534|9912|9919|9957,0,
4335,4336,4267,2018-10-30,Wednesday,11,25,5901,0344,9317,3343,3256,0181|0523|0728|0815|1118|1906|2544|3476|3815|4021|4106|4362|5221|5533|5949|6071|6107|6452|6475|7057|8121|8351|9375,0,
4336,4337,4268,2018-11-02,Saturday,11,25,7542,0384,7510,3138,3735,0518|0589|1408|2821|3025|3070|3439|3523|4989|5090|5711|5807|6432|6569|6682|7038|7513|8145|8311|8336|9166|9196|9807,0,
4337,4338,4269,2018-11-03,Sunday,10,25,4632,3927,1262,1932,1952,0238|0331|0995|1582|1724|2194|2582|3018|3252|3809|3908|4382|5691|5720|5947|6051|6174|6554|7146|7966|8065|9522|9823,0,
4338,4339,4270,2018-11-06,Wednesday,11,25,2926,3539,5057,0547,2547,1372|1761|1989|2291|3526|3593|3772|4891|5698|6067|6166|6399|6426|6758|7269|7459|7468|7679|7708|7803|8716|9040|9237,0,
4339,4340,4271,2018-11-09,Saturday,11,25,8342,2999,4289,0089,0909,0063|0095|1057|1883|1999|2149|2180|2202|2296|3224|3539|4053|5092|5295|5704|5958|6361|6869|7448|7955|8993|9180|9949,0,
4340,4341,4272,2018-11-10,Sunday,10,25,8432,0878,3607,3554,0554,0254|0734|1671|2421|2910|3009|3245|4297|5206|5588|5743|6088|6298|6840|7034|7133|7167|7918|8757|9188|9579|9693|9924,0,
4341,4342,4273,2018-11-13,Wednesday,11,25,2926,0507,4330,1597,2407,0067|0527|0715|1217|1467|1744|1899|3167|3236|3298|3357|3592|3613|4542|4794|4828|5535|5637|7572|7594|8255|9260|9269,0,
4342,4343,4274,2018-11-16,Saturday,11,25,3349,3554,0845,0555,1459,0123|0629|0644|1619|2527|2635|2721|3077|4103|4252|4459|4503|4897|5821|6268|6951|8635|9102|9111|9749|9870|9884|9974,0,
4343,4344,4275,2018-11-17,Sunday,10,25,5932,2419,5922,2043,2243,1089|1229|1365|1721|1971|2003|2517|2870|2885|3414|3608|4941|4991|5450|5674|5975|5979|6241|7187|8000|8442|8457|9176,0,
4344,4345,4276,2018-11-20,Wednesday,11,25,2931,0660,6502,2660,3895,0554|0590|0598|2333|2569|2639|2653|2910|3355|4089|4304|5716|5767|5786|6817|7248|8104|8725|8930|8967|9231|9628|9890,0,
4345,4346,4277,2018-11-23,Saturday,11,25,9951,3974,1954,1974,2057,0114|0200|1256|1552|1601|1884|1895|2986|3239|4542|5012|5711|5999|6132|6250|6833|7020|7511|8052|8634|8917|9642|9946,0,
4346,4347,4278,2018-11-24,Sunday,10,25,2932,0115,2064,2115,2185,0234|0293|1680|2155|2376|2564|3568|3642|4362|4390|4991|5149|6041|6073|6363|6367|6626|6823|7004|8672|9092|9412|9735,0,
4347,4348,4279,2018-11-27,Wednesday,11,25,3219,0557,7456,3115,3118,0190|0512|1528|1650|1693|1861|2523|2853|3274|3424|4257|4469|4761|5410|5592|5865|6022|6759|6763|9101|9178|9366|9971,0,
4348,4349,4280,2018-11-30,Saturday,11,25,8342,2319,2064,3319,3390,0287|1174|1378|1868|3364|3496|4150|4500|4512|5384|5390|5512|5555|6292|6914|7196|7330|7400|8103|8142|8322|8652|9214,0,
4349,4350,4281,2018-12-01,Sunday,10,25,0267,1396,6737,2904,0539,0245|0704|1055|1332|1794|2153|3647|3869|3961|4013|5751|6197|6201|6257|7090|7331|7712|8051|8879|8904|9283|9381|9948,0,
4350,4351,4282,2018-12-04,Wednesday,11,25,0819,1078,0947,1178,3178,0977|1052|1319|1936|2344|2605|3154|4195|4639|4734|4910|5166|5658|6299|6619|7306|7333|7664|8372|8499|8836|9319|9649,0,
4351,4352,4283,2018-12-07,Saturday,11,25,1149,0949,4393,1953,1950,0214|0300|0957|2029|2535|2772|3166|3291|4286|4765|4936|4938|5780|6206|6794|6909|6981|7000|7442|7520|8510|9435|9979,0,
4352,4353,4284,2018-12-08,Sunday,10,25,5532,3115,3409,1315,3315,0077|0114|0152|0158|1708|2989|3065|3396|3411|4123|4912|5334|6428|6941|7179|7717|8163|8781|8888|9644|9798|9926|9930,0,
4353,4354,4285,2018-12-11,Wednesday,11,25,5904,3272,3706,3071,1182,1183|1740|1912|1970|2011|2529|2696|3032|3752|4262|4651|4675|4885|4910|6347|7109|7295|8542|9125|9131|9340|9570|9817,0,
4354,4355,4286,2018-12-14,Saturday,11,25,1358,1854,5393,1692,1863,1070|1256|1310|2101|2486|2801|3128|4118|4412|5037|6528|6649|6830|7008|7433|7511|8136|8373|9103|9255|9765|9829|9841,0,
4355,4356,4287,2018-12-15,Sunday,10,25,5932,3124,2991,2222,1234,0369|0386|0416|0480|0944|1445|2706|2868|3089|3537|4476|6006|6772|6890|7029|8175|8263|8618|8704|9005|9229|9622|9979,0,
4356,4357,4288,2018-12-18,Wednesday,11,25,3219,2001,7369,0001,0202,0195|0303|0724|1153|1603|1703|1891|2038|3491|3511|4425|4678|5552|6198|6392|6642|6695|7135|8138|8401|8636|9823|9880,0,
4357,4358,4289,2018-12-21,Saturday,11,25,7551,3794,3303,1695,3695,0231|0737|0829|0838|1451|1475|1670|1790|2133|2144|2487|2504|3580|5467|5629|6677|7408|7871|8686|8908|8916|9032|9609,0,
4358,4359,4290,2018-12-22,Sunday,10,25,0289,0005,0871,2004,3171,1145|1196|1238|1362|1501|1588|1729|2284|2755|3272|3563|4556|5024|5413|6419|6603|7420|7561|8051|8693|8709|9267|9427,0,
4359,4360,4291,2018-12-25,Wednesday,11,25,1719,2862,8683,2120,2129,0084|0087|0247|0619|0857|1308|1495|1751|2863|2886|4051|4640|4935|5031|5129|5259|5947|6514|6615|8310|9236|9744|9879,0,
4360,4361,4292,2018-12-28,Saturday,11,25,2049,3511,2277,2521,3521,0082|1073|2020|2028|3101|3551|3706|3942|4658|6006|6704|6782|6848|7023|7253|7394|7478|8026|8107|8271|8424|8691|8907,0,
4361,4362,4293,2018-12-29,Sunday,10,25,0289,1927,5627,1340,1185,0077|0162|0855|1852|3755|4811|5192|5213|5538|5630|5709|5891|6440|6716|6969|7067|7091|7612|8075|9080|9287|9329|9565,0,
4362,4363,4294,2019-01-01,Wednesday,11,25,2931,0049,8724,2151,1049,0561|1200|1450|1944|2228|2370|2773|2795|3490|3599|3697|4150|4176|4511|4868|5107|5580|6475|7092|7273|7864|8851|9078,0,
4363,4364,4295,2019-01-04,Saturday,11,25,5742,0979,9310,2067,2099,0733|1102|1117|1348|1368|3519|3746|3749|3883|3917|4115|4516|4669|4900|5506|5845|5986|6004|6192|6227|6796|7592|9705,0,
4364,4365,4296,2019-01-05,Sunday,10,25,2133,6345,4184,1222,2111,0458|1980|2092|2661|2848|3245|3711|3735|3955|4734|5166|5656|5673|6004|6015|6599|6757|7211|7327|7489|7512|8722|9276,0,
4365,4366,4297,2019-01-08,Wednesday,11,25,2906,2044,2634,1044,3044,0001|0249|0698|0961|1038|2073|3058|3373|3503|3521|4001|4292|5421|5452|5543|5743|6179|6818|7404|7565|7686|8868|9992,0,
4366,4367,4298,2019-01-11,Saturday,11,25,7542,0524,8393,2523,0523,0726|0986|1000|1448|2872|3452|3489|3720|3818|4401|4467|4510|5176|5817|6196|6590|6774|6775|7609|8307|8410|9234|9535,0,
4367,4368,4299,2019-01-12,Sunday,10,25,0311,5245,2852,3211,1311,0209|0470|1298|1453|1909|2168|2367|2446|2692|2729|3424|3427|3626|4872|5251|5783|6364|7282|7339|7369|7757|8952|9033,0,
4368,4369,4300,2019-01-15,Wednesday,11,25,2926,3014,5487,1014,2013,0033|0603|1032|1960|2754|2940|3157|3377|3755|3922|4368|4485|4560|4975|6605|6701|6869|7005|7869|8147|8581|8605|9958,0,
4369,4370,4301,2019-01-18,Saturday,11,25,3359,2548,1912,1854,1952,0066|0157|0902|0958|1381|1547|2081|2321|2661|2698|2909|3245|3300|3530|3628|4736|4936|4942|5653|7448|8347|9016|9603,0,
4370,4371,4302,2019-01-19,Sunday,10,25,6345,3214,1910,3105,0014,1439|1612|1909|2057|2099|2195|2469|2916|3099|3831|4607|4967|5216|5384|5515|6807|7307|7586|7715|7952|8175|8516|9979,0,
4371,4372,4303,2019-01-22,Wednesday,11,25,2931,2397,0428,2094,1097,0438|0439|1647|1711|2343|2411|2806|2883|2918|3186|3196|4322|5380|6351|7039|7079|7179|7817|8160|8391|8972|9268|9835,0,
4372,4373,4304,2019-01-25,Saturday,11,25,3349,3079,4431,3078,3279,0078|0148|0170|0171|1208|1320|1806|2119|2686|3948|4087|4115|5333|5456|6600|6890|7541|8194|8652|9149|9164|9534|9676,0,
4373,4374,4305,2019-01-26,Sunday,10,25,0285,1104,5584,1114,3104,0874|0949|1037|1157|1644|1832|2456|2899|3097|3280|3342|3663|3708|3817|4159|4531|5205|6146|7346|7876|8290|8630|9751,0,
4374,4375,4306,2019-01-29,Wednesday,11,25,7619,0096,2696,2296,2096,0136|0737|1122|1608|1942|2982|3634|3786|4060|4376|4624|5837|6074|6596|6701|6725|6871|7122|7919|7945|8114|8144|9810,0,
4375,4376,4307,2019-02-01,Saturday,11,25,4942,0783,9409,1683,1783,0471|2189|2652|2707|2829|3861|4871|4886|4931|5102|5701|6628|7269|7523|7900|8141|8560|8713|8890|9142|9674|9730|9818,0,
4376,4377,4308,2019-02-02,Sunday,10,25,0909,0136,7839,1235,0336,0149|0422|0561|1196|1672|2103|2127|2474|2594|2706|4081|4382|4943|4988|5320|5406|6496|6777|6905|7299|7715|8317|9175,0,
4377,4378,4309,2019-02-05,Wednesday,11,25,1519,1387,5488,3376,1287,1176|2302|2397|2753|3203|3484|3501|4960|5136|5155|5422|5726|5772|6357|6668|7319|7662|9058|9089|9226|9576|9765|9920,0,
4378,4379,4310,2019-02-08,Saturday,11,25,2149,3340,6061,2461,0461,0161|0358|0853|1453|1843|1936|3197|3246|3641|3661|4652|4826|5427|5439|5454|7038|7043|8136|8225|8551|8800|9726|9997,0,
4379,4380,4311,2019-02-09,Sunday,10,25,0267,2306,6669,1306,3206,0299|0740|0840|1273|1296|1662|2141|2929|3366|3428|3479|4049|4183|4225|4662|4977|5126|6059|6094|7324|8405|8596|8734,0,
4380,4381,4312,2019-02-12,Wednesday,11,25,2926,3076,5929,3176,1176,0789|2709|2795|2840|3129|3830|3974|4118|4218|4271|5829|6157|6457|6563|6760|7376|7390|7538|8140|8233|8461|9012|9639,0,
4381,4382,4313,2019-02-15,Saturday,11,25,1158,3793,0176,3794,0893,0978|1784|2170|2748|2902|3247|3941|4423|5019|5463|5595|5781|6581|6674|6857|7198|7450|7932|8016|8378|9357|9770|9901,0,
4382,4383,4314,2019-02-16,Sunday,10,25,7109,1155,5114,0255,3255,1363|1485|2256|2974|3358|3802|4165|4257|4361|5012|5828|6320|6387|6810|7762|8042|8106|8446|8606|8883|9020|9229|9617,0,
4383,4384,4315,2019-02-19,Wednesday,11,25,3219,3252,5140,2041,0141,0752|0940|0959|1072|1844|2538|3051|3379|3516|3680|3921|4470|5043|5088|5713|6864|6902|7283|7725|7854|8193|8344|9738,0,
